"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"00:01:01.145, 21 kwi 2023","5,0","0,0","350 224 384","279 612 024","10 189","0","33","23"
"00:01:11.146, 21 kwi 2023","5,0","0,0","350 224 384","218 761 720","10 189","0","33","23"
"00:01:21.146, 21 kwi 2023","5,0","0,0","350 224 384","166 130 880","10 189","0","33","23"
"00:01:31.146, 21 kwi 2023","4,9","0,0","350 224 384","109 624 120","10 189","0","33","23"
"00:01:41.147, 21 kwi 2023","4,9","0,0","350 224 384","242 858 696","10 189","0","39","29"
"00:01:51.147, 21 kwi 2023","5,0","0,0","350 224 384","195 794 968","10 189","0","39","29"
"00:02:01.148, 21 kwi 2023","5,0","0,0","350 224 384","144 156 120","10 189","0","39","29"
"00:02:11.149, 21 kwi 2023","4,9","0,0","350 224 384","290 688 776","10 189","0","34","24"
"00:02:21.149, 21 kwi 2023","5,0","0,0","350 224 384","248 975 624","10 189","0","33","23"
"00:02:31.150, 21 kwi 2023","4,9","0,0","350 224 384","202 892 792","10 189","0","33","23"
"00:02:41.151, 21 kwi 2023","4,9","0,0","350 224 384","150 732 024","10 189","0","33","23"
"00:02:51.151, 21 kwi 2023","5,0","0,0","350 224 384","297 627 544","10 189","0","33","23"
"00:03:01.153, 21 kwi 2023","5,0","0,0","350 224 384","247 136 848","10 189","0","34","24"
"00:03:11.154, 21 kwi 2023","5,0","0,0","350 224 384","190 829 520","10 189","0","34","24"
"00:03:21.154, 21 kwi 2023","4,9","0,0","350 224 384","128 178 352","10 189","0","34","24"
"00:03:31.156, 21 kwi 2023","5,0","0,0","350 224 384","272 927 520","10 189","0","34","24"
"00:03:41.157, 21 kwi 2023","5,0","0,0","350 224 384","227 341 536","10 189","0","35","25"
"00:03:51.157, 21 kwi 2023","5,0","0,0","350 224 384","187 679 288","10 189","0","35","25"
"00:04:01.157, 21 kwi 2023","5,0","0,0","350 224 384","148 095 528","10 189","0","35","25"
"00:04:11.158, 21 kwi 2023","5,0","0,0","350 224 384","290 606 352","10 189","0","34","24"
"00:04:21.159, 21 kwi 2023","5,0","0,0","350 224 384","250 795 672","10 189","0","34","24"
"00:04:31.159, 21 kwi 2023","5,0","0,0","350 224 384","203 017 104","10 189","0","35","25"
"00:04:41.160, 21 kwi 2023","5,0","0,0","350 224 384","152 686 376","10 189","0","35","25"
"00:04:51.160, 21 kwi 2023","5,0","0,0","350 224 384","112 871 432","10 189","0","35","25"
"00:05:01.161, 21 kwi 2023","4,9","0,0","350 224 384","257 441 768","10 189","0","34","24"
"00:05:11.162, 21 kwi 2023","5,0","0,0","350 224 384","225 883 640","10 189","0","34","24"
"00:05:21.162, 21 kwi 2023","4,9","0,0","350 224 384","171 481 528","10 189","0","34","24"
"00:05:31.162, 21 kwi 2023","5,0","0,0","350 224 384","133 654 296","10 189","0","34","24"
"00:05:41.163, 21 kwi 2023","5,0","0,0","350 224 384","276 364 376","10 189","0","34","24"
"00:05:51.163, 21 kwi 2023","5,0","0,0","350 224 384","232 211 248","10 189","0","34","24"
"00:06:01.164, 21 kwi 2023","5,0","0,0","350 224 384","190 368 696","10 189","0","33","23"
"00:06:11.166, 21 kwi 2023","5,0","0,0","350 224 384","135 963 448","10 189","0","34","24"
"00:06:21.167, 21 kwi 2023","5,0","0,0","350 224 384","293 419 096","10 189","0","34","24"
"00:06:31.167, 21 kwi 2023","5,0","0,0","350 224 384","243 094 952","10 189","0","34","24"
"00:06:41.168, 21 kwi 2023","5,1","0,0","350 224 384","217 158 992","10 189","0","58","48"
"00:06:51.168, 21 kwi 2023","5,1","0,0","350 224 384","198 864 328","10 189","0","58","48"
"00:07:01.170, 21 kwi 2023","5,0","0,0","350 224 384","178 400 728","10 189","0","58","48"
"00:07:11.170, 21 kwi 2023","5,0","0,0","350 224 384","150 453 528","10 189","0","34","24"
"00:07:21.170, 21 kwi 2023","5,0","0,0","350 224 384","129 265 720","10 189","0","34","24"
"00:07:31.172, 21 kwi 2023","4,9","0,0","350 224 384","282 363 800","10 189","0","34","24"
"00:07:41.174, 21 kwi 2023","5,0","0,0","350 224 384","257 162 712","10 189","0","33","23"
"00:07:51.174, 21 kwi 2023","5,0","0,0","350 224 384","227 463 544","10 189","0","34","24"
"00:08:01.175, 21 kwi 2023","4,9","0,0","350 224 384","183 795 768","10 189","0","34","24"
"00:08:11.176, 21 kwi 2023","4,9","0,0","350 224 384","140 143 240","10 189","0","34","24"
"00:08:21.177, 21 kwi 2023","4,9","0,0","350 224 384","295 449 848","10 189","0","33","23"
"00:08:31.178, 21 kwi 2023","5,0","0,0","350 224 384","251 145 256","10 189","0","33","23"
"00:08:41.178, 21 kwi 2023","5,0","0,0","350 224 384","223 995 864","10 189","0","33","23"
"00:08:51.178, 21 kwi 2023","5,0","0,0","350 224 384","177 904 544","10 189","0","33","23"
"00:09:01.179, 21 kwi 2023","5,0","0,0","350 224 384","129 694 856","10 189","0","34","24"
"00:09:11.180, 21 kwi 2023","5,0","0,0","350 224 384","281 119 368","10 189","0","35","25"
"00:09:21.182, 21 kwi 2023","4,9","0,0","350 224 384","243 816 816","10 189","0","35","25"
"00:09:31.182, 21 kwi 2023","5,0","0,0","350 224 384","202 081 744","10 189","0","35","25"
"00:09:41.184, 21 kwi 2023","5,0","0,0","350 224 384","175 070 744","10 189","0","34","24"
"00:09:51.185, 21 kwi 2023","5,0","0,0","350 224 384","143 868 368","10 189","0","34","24"
"00:10:01.185, 21 kwi 2023","5,0","0,0","350 224 384","297 080 872","10 189","0","34","24"
"00:10:11.185, 21 kwi 2023","4,9","0,0","350 224 384","257 297 672","10 189","0","34","24"
"00:10:21.185, 21 kwi 2023","5,0","0,0","350 224 384","232 049 232","10 189","0","34","24"
"00:10:31.186, 21 kwi 2023","5,0","0,0","350 224 384","196 358 816","10 189","0","33","23"
"00:10:41.188, 21 kwi 2023","4,9","0,0","350 224 384","158 418 904","10 189","0","33","23"
"00:10:51.188, 21 kwi 2023","5,0","0,0","350 224 384","120 975 512","10 189","0","33","23"
"00:11:01.190, 21 kwi 2023","4,9","0,0","350 224 384","261 432 344","10 189","0","34","24"
"00:11:11.192, 21 kwi 2023","5,0","0,0","350 224 384","230 206 696","10 189","0","34","24"
"00:11:21.192, 21 kwi 2023","5,0","0,0","350 224 384","194 509 128","10 189","0","34","24"
"00:11:31.192, 21 kwi 2023","5,0","0,0","350 224 384","152 586 968","10 189","0","36","26"
"00:11:41.193, 21 kwi 2023","5,0","0,0","350 224 384","132 114 264","10 189","0","36","26"
"00:11:51.194, 21 kwi 2023","5,0","0,0","350 224 384","279 023 080","10 189","0","36","26"
"00:12:01.194, 21 kwi 2023","5,0","0,0","350 224 384","252 293 640","10 189","0","34","24"
"00:12:11.195, 21 kwi 2023","4,9","0,0","350 224 384","214 589 048","10 189","0","34","24"
"00:12:21.196, 21 kwi 2023","4,9","0,0","350 224 384","176 870 808","10 189","0","34","24"
"00:12:31.198, 21 kwi 2023","5,0","0,0","350 224 384","145 602 136","10 189","0","33","23"
"00:12:41.199, 21 kwi 2023","4,9","0,0","350 224 384","286 015 776","10 189","0","33","23"
"00:12:51.199, 21 kwi 2023","4,9","0,0","350 224 384","239 725 832","10 189","0","33","23"
"00:13:01.199, 21 kwi 2023","5,0","0,0","350 224 384","208 232 328","10 189","0","33","23"
"00:13:11.201, 21 kwi 2023","4,9","0,0","350 224 384","172 772 344","10 189","0","34","24"
"00:13:21.202, 21 kwi 2023","4,9","0,0","350 224 384","137 407 448","10 189","0","34","24"
"00:13:31.202, 21 kwi 2023","4,9","0,0","350 224 384","286 356 536","10 189","0","34","24"
"00:13:41.203, 21 kwi 2023","5,0","0,0","350 224 384","259 229 256","10 189","0","34","24"
"00:13:51.204, 21 kwi 2023","4,9","0,0","350 224 384","223 661 240","10 189","0","34","24"
"00:14:01.205, 21 kwi 2023","5,0","0,0","350 224 384","198 597 464","10 189","0","34","24"
"00:14:11.205, 21 kwi 2023","5,0","0,0","350 224 384","164 132 256","10 189","0","39","29"
"00:14:21.207, 21 kwi 2023","5,0","0,0","350 224 384","135 190 280","10 189","0","39","29"
"00:14:31.207, 21 kwi 2023","5,0","0,0","350 224 384","298 743 032","10 189","0","39","29"
"00:14:41.208, 21 kwi 2023","5,0","0,0","350 224 384","273 879 048","10 189","0","34","24"
"00:14:51.209, 21 kwi 2023","5,0","0,0","350 224 384","256 662 328","10 189","0","35","25"
"00:15:01.210, 21 kwi 2023","5,0","0,0","350 224 384","229 257 784","10 189","0","35","25"
"00:15:11.210, 21 kwi 2023","5,0","0,0","350 224 384","198 594 832","10 189","0","38","28"
"00:15:21.211, 21 kwi 2023","5,0","0,0","350 224 384","179 813 304","10 189","0","38","28"
"00:15:31.212, 21 kwi 2023","5,0","0,0","350 224 384","154 882 904","10 189","0","38","28"
"00:15:41.212, 21 kwi 2023","5,0","0,0","350 224 384","133 797 752","10 189","0","33","23"
"00:15:51.214, 21 kwi 2023","5,0","0,0","350 224 384","293 405 016","10 189","0","33","23"
"00:16:01.216, 21 kwi 2023","5,0","0,0","350 224 384","268 064 152","10 189","0","33","23"
"00:16:11.217, 21 kwi 2023","5,0","0,0","350 224 384","240 833 144","10 189","0","33","23"
"00:16:21.218, 21 kwi 2023","4,9","0,0","350 224 384","201 248 024","10 189","0","34","24"
"00:16:31.218, 21 kwi 2023","5,1","0,0","350 224 384","182 398 536","10 189","0","34","24"
"00:16:41.219, 21 kwi 2023","5,0","0,0","350 224 384","159 512 216","10 189","0","34","24"
"00:16:51.219, 21 kwi 2023","4,9","0,0","350 224 384","130 274 624","10 189","0","33","23"
"00:17:01.219, 21 kwi 2023","4,9","0,0","350 224 384","287 381 352","10 189","0","33","23"
"00:17:11.220, 21 kwi 2023","5,1","0,0","350 224 384","264 418 392","10 189","0","34","24"
"00:17:21.221, 21 kwi 2023","4,9","0,0","350 224 384","235 744 336","10 189","0","36","26"
"00:17:31.222, 21 kwi 2023","5,2","0,0","350 224 384","233 042 080","10 189","0","52","42"
"00:17:41.222, 21 kwi 2023","4,9","0,0","350 224 384","217 401 720","10 189","0","52","42"
"00:17:51.222, 21 kwi 2023","5,0","0,0","350 224 384","219 545 600","10 189","0","52","42"
"00:18:01.222, 21 kwi 2023","5,0","0,0","350 224 384","226 485 720","10 189","0","34","24"
"00:18:11.224, 21 kwi 2023","5,0","0,0","350 224 384","230 891 024","10 189","0","34","24"
"00:18:21.226, 21 kwi 2023","5,0","0,0","350 224 384","228 459 224","10 189","0","34","24"
"00:18:31.226, 21 kwi 2023","4,9","0,0","350 224 384","215 890 744","10 189","0","34","24"
"00:18:41.228, 21 kwi 2023","4,9","0,0","350 224 384","190 731 864","10 189","0","33","23"
"00:18:51.228, 21 kwi 2023","5,0","0,0","350 224 384","172 260 216","10 189","0","33","23"
"00:19:01.229, 21 kwi 2023","5,0","0,0","350 224 384","153 251 248","10 189","0","33","23"
"00:19:11.230, 21 kwi 2023","4,9","0,0","350 224 384","128 294 776","10 189","0","33","23"
"00:19:21.230, 21 kwi 2023","5,1","0,0","350 224 384","293 981 328","10 189","0","38","28"
"00:19:31.231, 21 kwi 2023","4,9","0,0","350 224 384","265 644 984","10 189","0","38","28"
"00:19:41.233, 21 kwi 2023","5,0","0,0","350 224 384","255 707 208","10 189","0","38","28"
"00:19:51.234, 21 kwi 2023","5,0","0,0","350 224 384","243 415 416","10 189","0","35","25"
"00:20:01.234, 21 kwi 2023","5,0","0,0","350 224 384","233 257 368","10 189","0","35","25"
"00:20:11.235, 21 kwi 2023","5,0","0,0","350 224 384","221 354 720","10 189","0","37","27"
"00:20:21.236, 21 kwi 2023","5,0","0,0","350 224 384","221 547 064","10 189","0","37","27"
"00:20:31.238, 21 kwi 2023","4,9","0,0","350 224 384","217 759 224","10 189","0","36","26"
"00:20:41.239, 21 kwi 2023","5,0","0,0","350 224 384","211 671 080","10 189","0","33","23"
"00:20:51.239, 21 kwi 2023","4,9","0,0","350 224 384","205 175 032","10 189","0","32","22"
"00:21:01.240, 21 kwi 2023","5,0","0,0","350 224 384","192 795 144","10 189","0","33","23"
"00:21:11.242, 21 kwi 2023","5,0","0,0","350 224 384","182 370 040","10 189","0","33","23"
"00:21:21.244, 21 kwi 2023","4,9","0,0","350 224 384","165 866 008","10 189","0","33","23"
"00:21:31.246, 21 kwi 2023","5,0","0,0","350 224 384","159 433 160","10 189","0","32","22"
"00:21:41.247, 21 kwi 2023","5,0","0,0","350 224 384","149 271 720","10 189","0","33","23"
"00:21:51.248, 21 kwi 2023","4,9","0,0","350 224 384","134 927 672","10 189","0","33","23"
"00:22:01.250, 21 kwi 2023","4,9","0,0","350 224 384","296 315 192","10 189","0","33","23"
"00:22:11.251, 21 kwi 2023","5,0","0,0","350 224 384","290 356 712","10 189","0","32","22"
"00:22:21.252, 21 kwi 2023","5,0","0,0","350 224 384","286 472 696","10 189","0","32","22"
"00:22:31.252, 21 kwi 2023","5,0","0,0","350 224 384","288 873 768","10 189","0","32","22"
"00:22:41.253, 21 kwi 2023","5,0","0,0","350 224 384","282 246 488","10 189","0","32","22"
"00:22:51.254, 21 kwi 2023","4,9","0,0","350 224 384","276 282 480","10 189","0","33","23"
"00:23:01.255, 21 kwi 2023","5,0","0,0","350 224 384","268 027 432","10 189","0","33","23"
"00:23:11.255, 21 kwi 2023","5,0","0,0","350 224 384","277 702 144","10 189","0","40","30"
"00:23:21.256, 21 kwi 2023","4,9","0,0","350 224 384","272 070 936","10 189","0","40","30"
"00:23:31.256, 21 kwi 2023","4,9","0,0","350 224 384","266 043 136","10 189","0","40","30"
"00:23:41.257, 21 kwi 2023","5,0","0,0","350 224 384","265 473 912","10 189","0","32","22"
"00:23:51.258, 21 kwi 2023","4,9","0,0","350 224 384","254 719 800","10 189","0","32","22"
"00:24:01.258, 21 kwi 2023","5,1","0,0","350 224 384","254 850 264","10 189","0","32","22"
"00:24:11.258, 21 kwi 2023","5,1","0,0","350 224 384","252 547 288","10 189","0","32","22"
"00:24:21.258, 21 kwi 2023","5,0","0,0","350 224 384","261 038 624","10 189","0","32","22"
"00:24:31.259, 21 kwi 2023","5,0","0,0","350 224 384","254 739 936","10 189","0","32","22"
"00:24:41.260, 21 kwi 2023","5,0","0,0","350 224 384","263 033 064","10 189","0","32","22"
"00:24:51.261, 21 kwi 2023","5,0","0,0","350 224 384","258 917 512","10 189","0","32","22"
"00:25:01.261, 21 kwi 2023","5,0","0,0","350 224 384","246 274 216","10 189","0","32","22"
"00:25:11.263, 21 kwi 2023","4,9","0,0","350 224 384","231 388 352","10 189","0","33","23"
"00:25:21.263, 21 kwi 2023","5,0","0,0","350 224 384","225 453 248","10 189","0","33","23"
"00:25:31.263, 21 kwi 2023","5,0","0,0","350 224 384","221 339 512","10 189","0","33","23"
"00:25:41.264, 21 kwi 2023","4,9","0,0","350 224 384","212 973 232","10 189","0","33","23"
"00:25:51.264, 21 kwi 2023","5,0","0,0","350 224 384","202 764 024","10 189","0","34","24"
"00:26:01.265, 21 kwi 2023","5,1","0,0","350 224 384","207 770 328","10 189","0","37","27"
"00:26:11.267, 21 kwi 2023","4,9","0,0","350 224 384","208 139 456","10 189","0","37","27"
"00:26:21.268, 21 kwi 2023","5,0","0,0","350 224 384","210 530 528","10 189","0","37","27"
"00:26:31.270, 21 kwi 2023","4,9","0,0","350 224 384","206 422 584","10 189","0","34","24"
"00:26:41.270, 21 kwi 2023","5,0","0,0","350 224 384","216 889 144","10 189","0","34","24"
"00:26:51.270, 21 kwi 2023","5,0","0,0","350 224 384","216 766 848","10 189","0","34","24"
"00:27:01.271, 21 kwi 2023","5,0","0,0","350 224 384","225 317 528","10 189","0","34","24"
"00:27:11.271, 21 kwi 2023","5,0","0,0","350 224 384","233 876 920","10 189","0","34","24"
"00:27:21.272, 21 kwi 2023","4,9","0,0","350 224 384","231 437 224","10 189","0","34","24"
"00:27:31.274, 21 kwi 2023","5,0","0,0","350 224 384","242 090 384","10 189","0","33","23"
"00:27:41.275, 21 kwi 2023","5,0","0,0","350 224 384","248 564 248","10 189","0","32","22"
"00:27:51.276, 21 kwi 2023","5,0","0,0","350 224 384","254 545 784","10 189","0","32","22"
"00:28:01.277, 21 kwi 2023","5,0","0,0","350 224 384","243 995 912","10 189","0","32","22"
"00:28:11.278, 21 kwi 2023","5,0","0,0","350 224 384","250 458 744","10 189","0","32","22"
"00:28:21.278, 21 kwi 2023","5,0","0,0","350 224 384","258 796 040","10 189","0","32","22"
"00:28:31.280, 21 kwi 2023","5,1","0,0","350 224 384","267 239 752","10 189","0","61","51"
"00:28:41.282, 21 kwi 2023","5,0","0,0","350 224 384","277 895 736","10 189","0","61","51"
"00:28:51.282, 21 kwi 2023","5,0","0,0","350 224 384","148 792 824","10 189","0","61","51"
"00:29:01.283, 21 kwi 2023","5,0","0,0","350 224 384","182 863 192","10 189","0","43","33"
"00:29:11.284, 21 kwi 2023","5,0","0,0","350 224 384","217 650 656","10 189","0","33","23"
"00:29:21.285, 21 kwi 2023","4,9","0,0","350 224 384","231 560 520","10 189","0","33","23"
"00:29:31.285, 21 kwi 2023","4,9","0,0","350 224 384","228 985 736","10 189","0","33","23"
"00:29:41.285, 21 kwi 2023","5,0","0,0","350 224 384","241 559 592","10 189","0","33","23"
"00:29:51.285, 21 kwi 2023","5,0","0,0","350 224 384","248 134 216","10 189","0","33","23"
"00:30:01.286, 21 kwi 2023","5,0","0,0","350 224 384","245 866 104","10 189","0","33","23"
"00:30:11.287, 21 kwi 2023","4,9","0,0","350 224 384","252 260 216","10 189","0","32","22"
"00:30:21.288, 21 kwi 2023","4,9","0,0","350 224 384","258 289 080","10 189","0","32","22"
"00:30:31.289, 21 kwi 2023","5,0","0,0","350 224 384","262 681 264","10 189","0","32","22"
"00:30:41.291, 21 kwi 2023","5,0","0,0","350 224 384","275 303 952","10 189","0","32","22"
"00:30:51.291, 21 kwi 2023","5,0","0,0","350 224 384","279 553 272","10 189","0","32","22"
"00:31:01.292, 21 kwi 2023","5,0","0,0","350 224 384","279 236 344","10 189","0","32","22"
"00:31:11.293, 21 kwi 2023","5,0","0,0","350 224 384","281 898 536","10 189","0","34","24"
"00:31:21.293, 21 kwi 2023","5,0","0,0","350 224 384","286 723 272","10 189","0","35","25"
"00:31:31.294, 21 kwi 2023","4,9","0,0","350 224 384","286 997 240","10 189","0","35","25"
"00:31:41.294, 21 kwi 2023","5,0","0,0","350 224 384","291 234 792","10 189","0","35","25"
"00:31:51.296, 21 kwi 2023","5,0","0,0","350 224 384","142 467 416","10 189","0","35","25"
"00:32:01.296, 21 kwi 2023","5,0","0,0","350 224 384","157 267 256","10 189","0","34","24"
"00:32:11.297, 21 kwi 2023","5,0","0,0","350 224 384","165 558 600","10 189","0","34","24"
"00:32:21.297, 21 kwi 2023","4,9","0,0","350 224 384","171 836 920","10 189","0","33","23"
"00:32:31.298, 21 kwi 2023","5,0","0,0","350 224 384","184 296 104","10 189","0","33","23"
